itemID,sellingPrice,sellingCurrency,shippingPrice,shippingCurrency,returnShippingPaidBy,type,brand,operatingSystem,screenSize,hardDriveGB,ramGB,processorType,processorSpeedGHZ,releaseYear,graphicsProcessingType,condition
391117872958,1179.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New
141641534459,405.0,USD,18.95,USD,null,null,null,null,null,null,null,null,null,null,null,Used
261782329854,150.0,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Seller refurbished
261861991478,128.5,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,Used
291250618141,239.0,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
191030250756,149.0,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Seller refurbished
361277430544,225.0,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
181645253674,389.95,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New
351374057485,63.0,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,Used
281655856268,749.0,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New
171763572757,700.0,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
331269892512,255.99,USD,10.99,USD,null,null,null,null,null,null,null,null,null,null,null,New
361264196063,479.95,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
171756433855,7.5,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
281483644496,299.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New
321731428956,56.0,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,Seller refurbished
361264196063,479.95,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
131488679969,102.5,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,Used
301269963528,629.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New
141643440642,24.99,USD,20.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
371261468073,479.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
141643440649,37.0,USD,20.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
321706774687,549.0,USD,19.99,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
111652416175,140.0,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
361264196063,479.95,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
191559969038,879.95,USD,34.95,USD,null,null,null,null,null,null,null,null,null,null,null,Seller refurbished
361264196063,479.95,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
361264196063,479.95,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
181712813943,39.95,USD,15.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
191530106375,299.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
301596802749,16.49,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
281626803036,211.95,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Seller refurbished
261859116684,34.95,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
391121552825,599.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
281626796320,174.0,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Seller refurbished
221746052527,49.99,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,Used
271698303974,298.95,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New
221746053726,66.0,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,Used
171408020847,268.98,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New
321731448000,56.0,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,Seller refurbished
291415878517,589.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New
141189681324,159.96,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Seller refurbished
331531568849,125.0,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,Used
231536851475,639.0,USD,19.99,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
131488697082,399.99,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,Used
291286900380,629.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New
121630110016,100.0,USD,15.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
281610928320,199.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Seller refurbished
381216241552,549.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New
221746057964,147.5,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,Used
121326919421,148.0,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Seller refurbished
351374078084,47.0,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,Used
391105014488,549.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New
221746059262,150.5,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,Used
391107904836,419.95,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
301583816651,999.0,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New
351377619076,26.0,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
191069258052,199.96,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Seller refurbished
371306735916,74.98,USD,15.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
281654998550,249.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New
191559993526,99.99,USD,18.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
311296612093,679.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
351298654304,474.59,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New other (see details)
221751949666,70.0,USD,30.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
281639091640,299.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New
151655750502,24.5,USD,14.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
131494087632,129.99,USD,12.99,USD,null,null,null,null,null,null,null,null,null,null,null,Used
351377622801,20.5,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
301596757986,499.0,USD,34.99,USD,null,null,null,null,null,null,null,null,null,null,null,New
390847980402,162.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
161679041445,399.99,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,New other (see details)
281444721993,199.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
261853734721,45.0,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
291431729071,159.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
351373342280,286.49,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Seller refurbished
371214042590,279.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Seller refurbished
251801394016,114.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
271837892217,299.99,USD,19.0,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
151658434546,209.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New
121630596898,88.75,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,Seller refurbished
181722489168,159.9,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New other (see details)
181724172535,200.0,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New
351379916629,89.0,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
301380788732,154.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
310950500724,149.15,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
231538052851,95.0,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
141645940194,250.0,USD,11.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
281657981917,929.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New
281314311549,137.95,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Seller refurbished
301572256847,859.0,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
351371848187,193.19,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New other (see details)
201314906273,204.5,USD,4.99,USD,null,null,null,null,null,null,null,null,null,null,null,Seller refurbished
371290917605,273.49,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Seller refurbished
331463380969,599.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New
221746063343,29.99,USD,12.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
371311012553,34.99,USD,14.99,USD,null,null,null,null,null,null,null,null,null,null,null,New
121628162567,45.0,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
281666087675,499.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
281669950978,49.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New
271840477330,349.95,USD,15.0,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
201331850212,563.0,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Seller refurbished
191559999891,27.99,USD,18.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
361276535682,355.0,USD,9.99,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
381233924073,175.0,USD,9.99,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
171757779455,81.0,USD,18.0,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
281665420829,156.66,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
191552941210,649.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New
291286900083,399.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New
161678117687,9.99,USD,5.0,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
151654835659,20.5,USD,5.0,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
231541187676,130.49,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
231534964333,25.0,USD,15.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
141646472648,22.72,USD,13.0,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
301598235847,179.99,USD,12.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
400906332846,242.5,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,New other (see details)
321728414870,520.0,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
351380570440,49.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New
191562224443,155.0,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,Used
251923458087,96.0,USD,5.0,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
301602990351,275.0,USD,18.99,USD,null,null,null,null,null,null,null,null,null,null,null,Used
321732909863,860.0,USD,15.0,USD,null,null,null,null,null,null,null,null,null,null,null,New
291441573957,71.0,USD,13.95,USD,null,null,null,null,null,null,null,null,null,null,null,Used
291439548364,630.0,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,New other (see details)
371307543993,9.99,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,Used
381233940188,210.0,USD,9.99,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
261860806310,101.0,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
361272943335,56.0,USD,16.99,USD,null,null,null,null,null,null,null,null,null,null,null,Used
141644589678,51.0,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,Used
281631735326,349.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New
311343207149,210.0,USD,9.99,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
201336498413,229.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,New
281665441899,15.5,USD,18.5,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
301603002504,66.0,USD,12.0,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
221749086667,101.01,USD,19.99,USD,null,null,null,null,null,null,null,null,null,null,null,Used
261855346536,50.0,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,Used
381236684279,110.5,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
391120695129,91.0,USD,18.5,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
331533944364,46.0,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
111650480806,50.0,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,Used
271841609322,150.0,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,Used
141642638049,122.5,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
291434385358,48.0,USD,20.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
381233947799,60.0,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
181719430963,560.0,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
331532498586,56.01,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
331532499240,56.0,USD,8.0,USD,null,null,null,null,null,null,null,null,null,null,null,Seller refurbished
381233952363,265.0,USD,9.99,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
381021067962,199.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
371310378479,39.95,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
251923485141,39.0,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
271843424062,127.49,USD,17.9,USD,null,null,null,null,null,null,null,null,null,null,null,Used
311343218573,365.0,USD,9.99,USD,null,null,null,null,null,null,null,null,null,null,null,Manufacturer refurbished
311340396236,89.0,USD,14.99,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
291439572947,123.5,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
181719441806,51.0,USD,9.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
121629306685,10.0,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,Used
251923498378,45.0,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
251926018093,80.99,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,Used
271845560089,44.0,USD,12.0,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
251923499222,54.99,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
161676038920,49.99,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
151653026365,51.0,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
221751201045,70.0,USD,25.0,USD,null,null,null,null,null,null,null,null,null,null,null,Used
351380584176,35.99,USD,14.99,USD,Buyer,Laptop,null,null,7.0,8.0,0.512,null,1.50,null,null,New
191563639549,60.0,USD,9.95,USD,Buyer,Laptop,Dell,Windows 7,14.0,null,2.0,INTEL,2.26,null,null,Used
151653027711,209.5,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
161676041018,123.0,USD,0.0,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
291435734715,15.5,USD,null,USD,Buyer,null,null,null,null,null,null,null,null,null,null,For parts or not working
261855376942,137.0,USD,null,USD,Buyer,Notebook,Dell,Windows Vista,13.3,null,4.0,INTEL,2.40,null,Integrated,Used
271841631206,49.99,USD,null,USD,null,Notebook,Acer,null,15.0,80.0,0.512,INTEL,null,null,null,Used
281669133786,49.99,USD,null,USD,null,Notebook,Dell,null,15.4,null,null,null,null,null,Integrated,Used
171761640920,135.0,USD,18.5,USD,Seller,Notebook,Dell,null,15.6,null,2.0,INTEL,1.6,null,null,For parts or not working
111649141954,20.0,USD,null,USD,null,null,Toshiba,null,null,null,null,null,null,null,null,Used
301603044715,71.0,USD,0.0,USD,null,null,Lenovo,null,null,null,null,null,null,null,null,For parts or not working
301603044726,215.5,USD,0.0,USD,null,null,Lenovo,null,null,null,null,null,null,null,null,For parts or not working
131489899274,32.0,USD,null,USD,null,Notebook,Toshiba,null,17.0,null,2.0,INTEL,1.66,2007,Integrated,For parts or not working
331532513168,202.5,USD,12.21,USD,Buyer,null,null,null,null,null,null,null,null,null,null,New
161676046656,26.5,USD,12.5,USD,null,Notebook,Samsung,null,null,null,null,null,null,null,null,For parts or not working
331535549736,127.26,USD,15.0,USD,null,Laptop,HP,Chrome OS,11.6,16.0,2.0,null,1.7,2014,null,Used
141646515754,29.99,USD,13.0,USD,null,Notebook,HP,Not included,14.1,null,2.0,INTEL,2.53,null,Integrated,For parts or not working
331532515455,29.99,USD,null,USD,null,null,null,null,null,null,null,null,null,null,null,For parts or not working
221747247631,300.0,USD,null,USD,null,Laptop,null,Windows 7,17.0,1000.0,8.0,INTEL,2.53,null,Dedicated,Used
351364777911,549.99,USD,0.0,USD,Buyer,Notebook,Dell,Windows 7,13.3,320.0,8.0,null,3.0,null,null,New
231536597147,72.0,USD,30.0,USD,Buyer,Notebook,Fujitsu,Not included,12.1,null,null,null,null,null,null,For parts or not working
171760093088,199.0,USD,0.0,USD,Buyer,Notebook,HP,Windows 8,15.6,1000.0,4.0,AMD,null,null,Integrated,New other (see details)
261857997657,39.0,USD,4.95,USD,null,Netbook,null,Windows 7,7.0,null,null,null,null,null,null,New other (see details)
231541460254,220.0,USD,0.0,USD,null,Notebook,Toshiba,Windows 7,15.6,500.0,4.0,INTEL,2.53,null,Integrated,Seller refurbished
281610062530,899.99,USD,0.0,USD,Buyer,Notebook,Lenovo,Windows 8,15.6,256.0,16.0,INTEL,2.4,null,Integrated,Seller refurbished
161680407186,112.5,USD,null,USD,Buyer,Notebook,Toshiba,Windows 8,15.6,500.0,4.0,AMD,1.00,null,null,Used
261844498738,159.95,USD,null,USD,Buyer,Notebook,HP,Windows 7,14.0,320.0,4.0,INTEL,2.53,null,null,Seller refurbished
201332588291,20.5,USD,null,USD,Buyer,null,Dell,null,null,null,null,null,null,null,null,Used
381233982781,197.5,USD,9.99,USD,Buyer,null,Dell,Windows 7,14.1,320.0,4.0,INTEL,2.50,null,null,Manufacturer refurbished
251931152351,647.97,USD,0.0,USD,Buyer,Notebook,Toshiba,Windows 8,15.6,null,null,null,null,null,null,New
331535558467,9.99,USD,null,USD,Buyer,null,Compaq,null,null,null,1.0,INTEL,1.8,null,null,Used
201265298569,289.99,USD,0.0,USD,Buyer,Notebook,Lenovo,Windows 7,12.5,160.0,4.0,INTEL,2.50,null,Integrated,Seller refurbished
191561028070,99.99,USD,21.0,USD,Seller,null,Dell,null,15.4,119.2,8.0,INTEL,2.67,null,null,Used
151653053441,325.0,USD,0.0,USD,null,Notebook,Dell,Windows 8,11.6,500.0,4.0,INTEL,2.16,null,Integrated,New
121629332738,19.99,USD,28.0,USD,null,Notebook,Dell,Not included,14.0,null,1.0,INTEL,1.66,null,null,For parts or not working
261729265161,165.0,USD,0.0,USD,Buyer,Notebook,Dell,Windows 7,null,160.0,4.0,INTEL,1.86,null,null,Seller refurbished
121629333060,49.99,USD,28.0,USD,Buyer,Notebook,IBM,Not included,15.2,null,2.0,INTEL,2.20,null,null,Used
321686978609,269.99,USD,0.0,USD,Buyer,null,Toshiba,null,null,null,null,null,null,null,null,New
121629333541,49.99,USD,28.0,USD,Buyer,Notebook,IBM,Not included,15.2,null,2.0,INTEL,2.20,null,null,Used
201324011596,549.99,USD,0.0,USD,Buyer,Notebook,Dell,Windows 8,17.3,1000.0,8.0,INTEL,null,null,Integrated,New
321725436481,31.0,USD,15.0,USD,Buyer,Laptop,Lenovo,Windows Vista,null,120.0,4.0,INTEL,2.20,null,null,Used
331533991438,730.0,USD,0.0,USD,null,Laptop,Lenovo,Windows 8,13.3,256.0,8.0,null,1.1,2014,null,Used
161683495028,160.0,USD,0.0,USD,null,Ultrabook,Asus,null,null,null,null,null,null,null,null,Used
301598312839,75.0,USD,null,USD,null,Notebook,Samsung,Chrome OS,11.6,16.0,2.0,null,1.7,null,Integrated,Used
391117386806,499.88,USD,0.0,USD,Buyer,Notebook,Dell,Windows 8,17.3,1000.0,8.0,AMD,2.10,null,Dedicated,New
321728464627,71.0,USD,0.0,USD,Buyer,Notebook,Toshiba,Windows Vista,15.6,160.0,2.0,INTEL,2.20,2009,Integrated,Used
191563076625,120.5,USD,18.5,USD,Seller,Notebook,Dell,null,17.3,null,2.0,INTEL,1.8,null,null,For parts or not working
331537714657,139.99,USD,0.0,USD,null,Notebook,Gateway,Windows 2000,17.0,200.0,4.0,INTEL,2.26,null,Dedicated,Used
221747263419,259.0,USD,0.0,USD,null,null,Dell,null,null,null,null,null,null,null,null,For parts or not working
121631853584,119.99,USD,13.8,USD,Buyer,Notebook,Dell,Windows 7,14.1,80.0,2.0,INTEL,2.00,null,null,Used
400906479925,99.99,USD,0.0,USD,Buyer,Notebook,Lenovo,Not included,15.4,160.0,4.0,INTEL,2.40,null,Integrated,Used
261855412458,52.0,USD,null,USD,Buyer,Notebook,Dell,Windows 7,13.3,null,4.0,INTEL,2.53,null,Integrated,For parts or not working
121615596989,139.0,USD,0.0,USD,Buyer,Notebook,Dell,Windows 7,14.1,60.0,2.0,INTEL,2.26,null,Integrated,Seller refurbished
171757855044,142.5,USD,14.99,USD,Buyer,Notebook,Dell,Windows 7,11.6,220.0,6.0,null,1.20,null,Integrated,Used
191561034512,45.0,USD,18.0,USD,Seller,null,HP,null,14.1,160.0,2.0,INTEL,2.20,null,null,Used
121481606337,279.95,USD,16.95,USD,Buyer,Notebook,HP,Windows 7,15.6,500.0,4.0,AMD,2.7,2013,Dedicated,Seller refurbished
161680427221,190.27,USD,null,USD,Buyer,Notebook,Toshiba,Windows 8,15.6,500.0,4.0,AMD,1.30,null,null,Used
311330126544,219.99,USD,0.0,USD,Buyer,Notebook,Asus,Windows 8,15.6,500.0,4.0,INTEL,2.16,null,null,Manufacturer refurbished
191558682564,470.0,USD,0.0,USD,null,Laptop,Lenovo,Windows 8,15.6,1000.0,8.0,INTEL,2.00,2014,Dedicated,Used
301583671512,1749.99,USD,0.0,USD,Buyer,Notebook,null,Windows 8,14.0,256.0,8.0,null,2.20,null,Dedicated,New
261860949287,27.0,USD,15.0,USD,null,Notebook,Toshiba,null,17.0,750.0,6.0,AMD,1.5,null,null,For parts or not working
251932651595,300.0,USD,null,USD,null,Notebook,HP,Windows XP,14.0,null,null,null,null,null,null,New
261860951226,0.99,USD,29.0,USD,null,Notebook,Toshiba,null,15.4,250.0,1.0,AMD,1.86,null,Integrated,For parts or not working
400896776057,361.19,USD,0.0,USD,Seller,Notebook,Toshiba,Windows 8,15.6,500.0,6.0,INTEL,2.60,null,Integrated,New other (see details)
291434387997,54.99,USD,20.0,USD,Buyer,Notebook,Panasonic,Not included,13.3,null,2.0,INTEL,1.60,null,null,Used
381233778184,44.99,USD,0.0,USD,Buyer,null,Panasonic,Not included,10.4,60.0,0.512,INTEL,1.20,null,null,Used
381233660943,147.5,USD,0.0,USD,Buyer,Notebook,Lenovo,Not included,13.3,320.0,2.048,INTEL,2.60,null,null,Used
351365730337,333.59,USD,0.0,USD,Seller,Notebook,HP,Windows 8,17.3,750.0,6.0,INTEL,2.4,null,null,Seller refurbished
251875863054,178.0,USD,0.0,USD,Buyer,Notebook,Dell,Windows 7,14.1,250.0,4.0,INTEL,2.40,null,null,Seller refurbished
251923549016,51.0,USD,null,USD,null,null,Samsung,null,null,null,null,null,null,null,null,Used
381234069474,179.0,USD,null,USD,null,Notebook,Lenovo,Windows 7,14.0,320.0,4.0,INTEL,2.5,null,Integrated,Used
381232974695,56.0,USD,0.0,USD,Buyer,Notebook,Dell,Not included,14.0,160.0,2.048,INTEL,2.67,null,null,Used
201331448765,44.99,USD,0.0,USD,Buyer,Notebook,Dell,Not included,null,null,1.0,INTEL,1.66,null,null,Used
281651774049,329.99,USD,0.0,USD,Buyer,Notebook,Lenovo,Windows 8,15.6,500.0,6.0,AMD,2.0,null,Dedicated,New
331480234615,269.99,USD,0.0,USD,Buyer,Notebook,Toshiba,Windows 8,15.6,500.0,4.0,INTEL,null,null,Integrated,New
311343255924,160.0,USD,9.99,USD,Buyer,null,Dell,Windows 7,14.1,250.0,4.0,INTEL,2.50,null,null,Manufacturer refurbished
